,Fare_Amt,tripDurationHours,tipPC,depart_income,arriv_income,Trip_Distance,Payment_Type
0,6.9,0.144166666667,0.0,120.643519106,121.765217175,1.6,CASH
1,28.5,0.433333333333,0.0,252.197724718,20.3524325322,11.95,CASH
2,9.3,0.166666666667,0.0,119.356719782,238.665860215,2.86,CASH
3,14.9,0.333333333333,0.134228187919,21.3128239511,178.157744482,4.6,Credit
4,9.3,0.197777777778,0.149462365591,115.621026064,21.3128239511,2.4,Credit
5,5.3,0.1,0.0,158.973138597,205.936708269,1.14,CASH
6,3.3,0.0658333333333,0.0,42.750828305,119.356719782,0.3,CASH
7,3.7,0.0758333333333,0.216216216216,121.765217175,121.765217175,0.5,CREDIT
8,5.3,0.0911111111111,0.0,157.477740509,138.760957512,1.0,CASH
9,6.5,0.136944444444,0.0,158.973138597,147.284296274,1.3,Cash
10,28.25,0.0127777777778,0.194690265487,252.197724718,252.197724718,0.0,Credit
11,4.2,0.0425,0.0,121.765217175,119.356719782,0.5,Cash
12,11.1,0.247222222222,0.0,119.356719782,252.197724718,2.5,Cash
13,18.5,0.274166666667,0.2,430.402252069,252.197724718,7.1,Credit
14,8.2,0.165,0.0,101.184332311,139.074511059,1.7,Cash
15,6.6,0.0986111111111,0.0,252.197724718,170.550403502,1.7,Cash
16,3.0,0.00333333333333,2.33333333333,147.284296274,147.284296274,0.0,Credit
17,7.7,0.168611111111,0.0,119.356719782,94.386319293,1.9,Cash
18,7.7,0.168611111111,0.0,119.356719782,94.386319293,1.9,Cash
19,7.7,0.168611111111,0.0,119.356719782,,1.9,Cash
20,7.7,0.168611111111,0.0,119.356719782,,1.9,Cash
21,4.9,0.0866666666667,0.0,121.765217175,139.074511059,0.8,Cash
22,4.9,0.0888888888889,0.0,147.284296274,238.665860215,0.8,Cash
23,4.6,0.0363888888889,0.0,138.760957512,64.1674781822,0.6,Cash
24,14.2,0.37,0.0,101.184332311,252.197724718,3.2,Dispute
25,8.9,0.249444444444,0.0,136.763860839,53.4850998464,0.8,Cash
26,12.2,0.231388888889,0.147540983607,53.4850998464,101.184332311,3.3,Credit
27,7.8,0.148611111111,0.128205128205,147.284296274,302.957837437,2.1,Credit
28,12.2,0.228611111111,0.0,147.284296274,26.7751177863,4.0,Cash
29,6.9,0.15,0.0,94.386319293,147.284296274,1.51,CASH
30,21.3,0.4,0.0,157.477740509,430.402252069,8.23,CASH
31,4.9,0.1,0.0,136.763860839,53.4850998464,0.82,CASH
32,7.7,0.15,0.0,119.356719782,430.402252069,2.09,CASH
33,4.9,0.05,0.408163265306,115.621026064,252.197724718,1.14,Credit
34,5.7,0.1,0.175438596491,115.621026064,121.765217175,1.47,Credit
35,25.7,0.433333333333,0.207782101167,,170.550403502,10.56,Credit
36,4.1,0.0333333333333,0.0,170.259992779,178.157744482,0.8,CASH
37,11.4,0.146944444444,0.15,77.6545853926,430.402252069,3.9,Credit
38,9.3,0.25,0.0,170.550403502,120.643519106,2.06,CASH
39,6.5,0.133333333333,0.0,119.356719782,121.765217175,1.13,CASH
40,4.5,0.0,0.444444444444,147.284296274,120.643519106,0.81,Credit
41,6.1,0.15,0.0,115.621026064,158.973138597,0.83,CASH
42,14.1,0.266666666667,0.141843971631,21.3128239511,36.4885473838,5.15,Credit
43,4.5,0.0666666666667,0.0,77.6545853926,45.8744721551,0.79,CASH
44,4.9,0.0666666666667,0.0,22.2377302013,64.1674781822,1.02,CASH
45,12.5,0.266666666667,0.24,252.197724718,41.6434757916,4.01,Credit
46,6.1,0.1,0.0,170.550403502,64.1674781822,1.89,CASH
47,10.9,0.233333333333,0.0,170.550403502,111.452010793,3.43,CASH
48,5.7,0.116666666667,0.0,120.643519106,147.284296274,1.01,CASH
49,6.5,0.133333333333,0.0,21.3128239511,21.3128239511,1.24,CASH
50,8.5,0.233333333333,0.0,302.957837437,147.284296274,1.85,CASH
51,4.1,0.0666666666667,0.0,111.452010793,119.356719782,0.65,CASH
52,4.9,0.0833333333333,0.0,115.621026064,111.452010793,0.95,CASH
53,8.5,0.183333333333,0.0,94.386319293,42.750828305,2.38,CASH
54,8.5,0.183333333333,0.0,170.550403502,302.957837437,2.19,CASH
55,7.3,0.218055555556,0.0,42.750828305,42.750828305,1.8,CASH
56,4.9,0.0675,0.0,138.760957512,64.1674781822,1.2,CASH
57,23.4,0.380833333333,0.0,,120.643519106,8.7,Cash
58,9.4,0.133888888889,0.25,252.197724718,178.157744482,2.6,Credit
59,7.7,0.143888888889,0.0,157.477740509,64.1674781822,2.1,Cash
60,9.8,0.218055555556,0.102040816327,21.3128239511,121.765217175,2.2,Credit
61,8.3,0.175833333333,0.0,121.765217175,119.356719782,1.1,Cash
62,6.5,0.0947222222222,0.0,121.765217175,147.284296274,1.9,Cash
63,10.7,0.182777777778,0.0,147.284296274,64.1674781822,3.0,Cash
64,4.9,0.0794444444444,0.204081632653,115.621026064,119.356719782,0.9,Credit
65,5.3,0.104444444444,0.0,136.763860839,,0.8,Cash
66,27.4,0.382222222222,0.15,119.356719782,28.5483791018,11.4,Credit
67,9.9,0.244166666667,0.0,158.973138597,94.386319293,1.4,Cash
68,15.8,0.345277777778,0.0,136.763860839,302.957837437,4.9,Cash
69,4.5,0.0730555555556,0.0,302.957837437,170.259992779,0.5,Cash
70,23.8,0.343333333333,0.210084033613,,120.643519106,9.4,Credit
71,5.0,0.0530555555556,0.0,252.197724718,115.621026064,1.1,Cash
72,10.5,0.226666666667,0.0,205.936708269,94.386319293,2.8,Cash
73,5.3,0.0969444444444,0.0,157.477740509,302.957837437,0.9,Cash
74,12.6,0.263888888889,0.0,121.765217175,95.1038858049,3.4,Cash
75,12.5,0.228611111111,0.0,157.477740509,111.452010793,4.0,Cash
76,45.0,0.383333333333,0.0,27.7688679245,115.621026064,16.28,CASH
77,8.9,0.25,0.0,178.157744482,,1.4,CASH
78,3.7,0.05,0.0,302.957837437,205.936708269,0.43,CASH
79,11.7,0.366666666667,0.0854700854701,119.356719782,94.386319293,1.68,Credit
80,4.5,0.0666666666667,0.0,302.957837437,157.477740509,0.95,CASH
81,5.7,0.1,0.0,158.973138597,,1.07,CASH
82,8.9,0.216666666667,0.0,94.386319293,42.750828305,2.12,CASH
83,8.9,0.216666666667,0.0,,42.750828305,2.12,CASH
84,4.9,0.0333333333333,0.204081632653,147.284296274,147.284296274,0.77,Credit
85,9.3,0.183333333333,0.0,178.157744482,158.973138597,2.98,CASH
86,14.9,0.316666666667,0.0,158.973138597,26.7751177863,5.15,CASH
87,9.3,0.166111111111,0.0,205.936708269,121.765217175,2.8,Cash
88,6.1,0.116666666667,0.16393442623,115.621026064,101.184332311,1.57,Credit
89,4.1,0.05,0.0,302.957837437,205.936708269,0.58,CASH
90,10.1,0.316666666667,0.0,158.973138597,120.643519106,1.08,CASH
91,5.3,0.1,0.0,110.918264697,430.402252069,0.82,CASH
92,4.5,0.0833333333333,0.0,138.760957512,170.550403502,0.58,CASH
93,13.8,0.248611111111,0.0,302.957837437,42.750828305,4.3,Cash
94,15.7,0.416666666667,0.0,119.356719782,170.550403502,4.05,CASH
95,10.9,0.233333333333,0.0,115.621026064,178.157744482,3.41,CASH
96,6.1,0.15,0.0,120.643519106,252.197724718,1.16,CASH
97,24.5,0.233333333333,0.0,,21.1142020811,9.67,CASH
98,13.7,0.3,0.0,24.740081363,111.452010793,4.61,CASH
99,4.9,0.0666666666667,0.0,53.4850998464,21.3128239511,1.03,CASH
100,5.3,0.1,0.0,139.074511059,94.386319293,0.96,CASH
101,6.1,0.116666666667,0.0,302.957837437,170.550403502,1.47,CASH
102,6.5,0.116666666667,0.0,138.760957512,170.550403502,1.42,CASH
103,9.4,0.189722222222,0.0,115.621026064,215.183243508,2.3,Cash
104,7.3,0.166666666667,0.0,302.957837437,252.197724718,1.54,CASH
105,10.5,0.25,0.0,22.2377302013,20.1271082865,2.82,CASH
106,7.7,0.15,0.0,157.477740509,18.7725508594,2.14,CASH
107,10.5,0.216666666667,0.0,170.550403502,139.074511059,3.23,CASH
108,5.3,0.0166666666667,0.377358490566,147.284296274,252.197724718,0.74,Credit
109,4.9,0.1,0.408163265306,252.197724718,205.936708269,0.8,Credit
110,4.9,0.0666666666667,0.0,138.760957512,64.1674781822,1.31,CASH
111,6.9,0.152222222222,0.0,252.197724718,170.259992779,1.3,CASH
112,14.9,0.268055555556,0.201342281879,111.452010793,77.6545853926,5.4,CREDIT
113,2.9,0.0166666666667,0.0,22.2377302013,22.2377302013,0.06,CASH
114,8.5,0.233333333333,0.0,121.765217175,119.356719782,1.3,CASH
115,9.3,0.25,0.0,42.750828305,136.763860839,1.61,CASH
116,7.5,0.130833333333,0.0,252.197724718,170.259992779,1.3,Cash
117,10.1,0.218888888889,0.0891089108911,157.477740509,147.284296274,2.9,Credit
118,14.7,0.402777777778,0.0,136.763860839,120.643519106,3.2,Cash
119,9.0,0.149722222222,0.0,170.550403502,158.973138597,2.6,Cash
120,6.9,0.133333333333,0.0,170.550403502,64.1674781822,1.51,CASH
121,6.1,0.116666666667,0.0,115.621026064,252.197724718,1.3,CASH
122,5.7,0.15,0.0,147.284296274,94.386319293,0.85,CASH
123,11.7,0.283333333333,0.17094017094,119.356719782,205.936708269,3.36,Credit
124,4.5,0.0833333333333,0.0,252.197724718,252.197724718,0.75,CASH
125,5.7,0.15,0.0,101.184332311,139.074511059,1.17,CASH
126,12.9,0.266666666667,0.0,205.936708269,119.356719782,3.69,CASH
127,5.7,0.1,0.0,94.386319293,111.452010793,1.07,CASH
128,9.7,0.383333333333,0.0,238.665860215,147.284296274,1.85,CASH
129,10.6,0.208055555556,0.0,42.750828305,252.197724718,3.2,Cash
130,5.3,0.1,0.0,119.356719782,119.356719782,0.84,CASH
131,4.9,0.0833333333333,0.408163265306,115.621026064,111.452010793,0.76,Credit
132,5.7,0.116666666667,0.0,158.973138597,94.386319293,1.22,CASH
133,8.5,0.216666666667,0.235294117647,136.763860839,119.356719782,1.76,Credit
134,9.3,0.233333333333,0.0,147.284296274,138.760957512,2.48,CASH
135,26.5,0.366666666667,0.377358490566,158.973138597,20.3524325322,11.32,Credit
136,5.7,0.116666666667,0.0,120.643519106,94.386319293,0.8,CASH
137,5.7,0.116666666667,0.0,120.643519106,94.386319293,0.8,CASH
138,5.7,0.116666666667,0.0,120.643519106,,0.8,CASH
139,5.7,0.116666666667,0.0,120.643519106,,0.8,CASH
140,4.1,0.0741666666667,0.219512195122,119.356719782,111.452010793,0.4,CREDIT
141,3.7,0.0458333333333,0.0,138.760957512,170.550403502,0.2,CASH
142,10.5,0.2975,0.0,205.936708269,119.356719782,2.4,CASH
143,19.7,0.333333333333,0.0,94.386319293,20.1271082865,7.47,CASH
144,12.5,0.266666666667,0.0,119.356719782,77.6545853926,4.15,CASH
145,4.5,0.0508333333333,0.0,121.765217175,94.386319293,1.0,Cash
146,5.8,0.126111111111,0.0,119.356719782,21.3128239511,0.6,Cash
147,45.0,0.762222222222,0.163777777778,22.2377302013,27.7688679245,17.7,Credit
148,7.3,0.141666666667,0.0,252.197724718,178.157744482,1.8,Cash
149,8.5,0.204444444444,0.0,94.386319293,252.197724718,1.8,Cash
150,9.4,0.208333333333,0.212765957447,139.074511059,115.621026064,2.3,Credit
151,8.7,0.154722222222,0.0,157.477740509,252.197724718,1.9,Cash
152,7.7,0.169444444444,0.0,,302.957837437,1.6,Cash
153,6.7,0.0844444444444,0.2,147.284296274,138.760957512,1.3,Credit
154,12.7,0.298333333333,0.149606299213,119.356719782,147.284296274,3.2,Credit
155,5.3,0.0761111111111,0.0,64.1674781822,64.1674781822,1.0,Cash
156,4.9,0.128055555556,0.0,136.763860839,136.763860839,0.6,Cash
157,9.0,0.159722222222,0.0,205.936708269,64.1674781822,2.5,Cash
158,7.3,0.163055555556,0.249315068493,139.074511059,215.183243508,1.7,Credit
159,8.5,0.177777777778,0.0,64.1674781822,170.259992779,2.1,Cash
160,8.1,0.143888888889,0.246913580247,157.477740509,252.197724718,2.2,Credit
161,10.3,0.261944444444,0.0970873786408,111.452010793,139.074511059,1.6,Credit
162,8.9,0.183055555556,0.249438202247,120.643519106,,2.6,Credit
163,21.5,0.345833333333,0.0,157.477740509,,8.2,Cash
164,9.7,0.266666666667,0.0,205.936708269,,2.06,CASH
165,7.3,0.166666666667,0.0,147.284296274,302.957837437,1.3,CASH
166,8.5,0.161944444444,0.149411764706,139.074511059,120.643519106,2.4,Credit
167,11.3,0.433333333333,0.0,101.184332311,94.386319293,2.47,CASH
168,21.0,0.381111111111,0.0,64.1674781822,215.183243508,7.7,Cash
169,5.7,0.116666666667,0.0,158.973138597,252.197724718,1.07,CASH
170,14.5,0.4,0.028275862069,238.665860215,119.356719782,3.73,Credit
171,9.7,0.243055555556,0.0,115.621026064,147.284296274,2.2,Cash
172,4.5,0.0666666666667,0.0,136.763860839,136.763860839,0.65,CASH
173,15.4,0.253333333333,0.0,136.763860839,170.550403502,5.4,Cash
174,4.9,0.0975,0.0,147.284296274,238.665860215,0.5,Cash
175,4.1,0.05,0.0,45.8744721551,77.6545853926,0.55,CASH
176,12.9,0.3,0.15503875969,170.259992779,121.765217175,3.7,Credit
177,6.1,0.133333333333,0.0,252.197724718,205.936708269,1.09,CASH
178,5.3,0.0833333333333,0.377358490566,21.3128239511,136.763860839,1.17,Credit
179,12.1,0.316666666667,0.0826446280992,170.550403502,121.765217175,3.31,Credit
180,20.5,0.383333333333,0.0,120.643519106,18.731099623,6.09,CASH
181,11.7,0.316666666667,0.0,252.197724718,138.760957512,2.49,CASH
182,9.7,0.166666666667,0.20618556701,94.386319293,136.763860839,2.75,Credit
183,6.5,0.133333333333,0.0,119.356719782,136.763860839,1.41,CASH
184,8.1,0.2,0.0,170.259992779,22.2377302013,1.89,CASH
185,15.3,0.466666666667,0.0457516339869,170.550403502,94.386319293,2.66,Credit
186,7.7,0.116666666667,0.0,121.765217175,53.4850998464,2.21,CASH
187,11.3,0.266666666667,0.0,,26.7751177863,3.33,CASH
188,9.3,0.183333333333,0.0,139.074511059,170.550403502,2.79,CASH
189,7.3,0.15,0.0,302.957837437,,1.46,CASH
190,6.5,0.15,0.0,238.665860215,252.197724718,1.18,CASH
191,7.3,0.183333333333,0.0,111.452010793,101.184332311,1.66,CASH
192,6.9,0.199444444444,0.0,120.643519106,121.765217175,1.7,CASH
193,4.9,0.0825,0.0,302.957837437,205.936708269,0.9,CASH
194,22.1,0.368888888889,0.0,136.763860839,157.477740509,8.6,CREDIT
195,8.5,0.214444444444,0.0,252.197724718,170.550403502,2.0,CASH
196,3.7,0.0533333333333,0.0,115.621026064,115.621026064,0.5,Cash
197,3.7,0.0411111111111,0.0,121.765217175,119.356719782,0.6,Cash
198,6.6,0.1025,0.0,21.3128239511,42.750828305,1.6,Cash
199,10.7,0.210277777778,0.0,158.973138597,157.477740509,2.9,Cash
200,8.5,0.224166666667,0.0,121.765217175,94.386319293,1.8,Cash
201,10.5,0.284722222222,0.0,136.763860839,94.386319293,2.7,Cash
202,8.5,0.193611111111,0.249411764706,157.477740509,252.197724718,2.1,Credit
203,7.9,0.1325,0.0,121.765217175,147.284296274,1.6,Cash
204,7.0,0.104722222222,0.0,302.957837437,120.643519106,1.9,Cash
205,16.2,0.281111111111,0.0,120.643519106,430.402252069,5.5,Cash
206,10.9,0.238055555556,0.0,138.760957512,238.665860215,3.1,Cash
207,3.8,0.035,0.0,252.197724718,147.284296274,0.3,Cash
208,10.5,0.265,0.0,119.356719782,252.197724718,2.4,Cash
209,4.9,0.0705555555556,0.0,120.643519106,94.386319293,0.9,Cash
210,7.3,0.171388888889,0.0,147.284296274,94.386319293,1.3,Cash
211,4.6,0.0463888888889,0.0,138.760957512,64.1674781822,0.6,Cash
212,15.5,0.236944444444,0.0,205.936708269,19.3790709046,5.9,Cash
213,4.9,0.0688888888889,0.0,157.477740509,302.957837437,1.0,Cash
214,6.5,0.117222222222,0.0,94.386319293,252.197724718,1.6,Cash
215,6.5,0.117222222222,0.0,,252.197724718,1.6,Cash
216,4.5,0.0666666666667,0.0,147.284296274,147.284296274,0.71,CASH
217,5.7,0.116666666667,0.0,121.765217175,119.356719782,0.88,CASH
218,6.1,0.116666666667,0.0,42.750828305,42.750828305,1.24,CASH
219,4.1,0.0680555555556,0.248780487805,119.356719782,121.765217175,0.4,Credit
220,5.7,0.1,0.0,136.763860839,,1.36,CASH
221,10.9,0.233333333333,0.0,139.074511059,22.4447877594,3.46,CASH
222,10.1,0.283333333333,0.0,94.386319293,115.621026064,1.99,CASH
223,8.5,0.25,0.0,111.452010793,115.621026064,0.27,CASH
224,8.9,0.2,0.0,101.184332311,115.621026064,2.25,CASH
225,6.9,0.15,0.0,42.750828305,111.452010793,1.63,CASH
226,11.7,0.3,0.0,21.3128239511,94.386319293,2.93,CASH
227,16.9,0.316666666667,0.0,115.621026064,15.1089989338,6.42,CASH
228,4.9,0.1,0.0,94.386319293,115.621026064,0.77,CASH
229,6.5,0.15,0.0,147.284296274,94.386319293,1.14,CASH
230,6.5,0.15,0.0,147.284296274,94.386319293,1.14,CASH
231,6.5,0.15,0.0,147.284296274,,1.14,CASH
232,6.5,0.15,0.0,147.284296274,,1.14,CASH
233,6.9,0.1,0.144927536232,252.197724718,178.157744482,2.11,Credit
234,4.1,0.05,0.0,252.197724718,158.973138597,0.66,CASH
235,5.7,0.116666666667,0.0,101.184332311,42.750828305,1.09,CASH
236,5.3,0.1,0.0,252.197724718,147.284296274,0.91,CASH
237,8.9,0.19,0.207865168539,147.284296274,111.452010793,2.7,CREDIT
238,3.7,0.0708333333333,0.0,170.259992779,205.936708269,0.6,CASH
239,2.5,0.974444444444,0.0,252.197724718,21.3128239511,3.0,CASH
240,6.6,0.109444444444,0.0,77.6545853926,77.6545853926,1.2,Credit
241,7.0,0.102777777778,0.0,170.550403502,157.477740509,1.6,Cash
242,23.3,0.335277777778,0.0,,94.386319293,9.8,Cash
243,6.1,0.100555555556,0.0,64.1674781822,,1.5,Cash
244,7.7,0.178611111111,0.0,120.643519106,94.386319293,1.8,Cash
245,7.3,0.131944444444,0.0,136.763860839,121.765217175,1.9,Cash
246,4.2,0.04,0.15,42.750828305,119.356719782,0.6,Credit
247,15.4,0.19,0.0,26.7751177863,115.621026064,5.8,Cash
248,6.2,0.0736111111111,0.0,14.4615015207,22.4447877594,1.4,Cash
249,22.6,0.283888888889,0.0,119.356719782,34.2882930669,9.0,Cash
250,13.1,0.313055555556,0.0,115.621026064,53.4850998464,3.3,Cash
251,4.6,0.0622222222222,0.0,158.973138597,115.621026064,0.4,Cash
252,5.5,0.0641666666667,0.181818181818,121.765217175,94.386319293,0.8,Credit
253,4.5,0.0780555555556,0.0,,302.957837437,0.6,Cash
254,5.7,0.095,0.0,138.760957512,170.550403502,1.4,Cash
255,6.9,0.175555555556,0.0,252.197724718,238.665860215,1.3,Cash
256,15.1,0.444166666667,0.0,170.259992779,115.621026064,3.9,Credit
257,5.8,0.11,0.0,101.184332311,119.356719782,0.8,Cash
258,9.1,0.183055555556,0.0,94.386319293,147.284296274,1.9,Cash
259,11.3,0.259722222222,0.0,120.643519106,157.477740509,2.8,Cash
260,9.3,0.266666666667,0.215053763441,302.957837437,205.936708269,1.53,Credit
261,4.9,0.0833333333333,0.0,302.957837437,252.197724718,0.8,CASH
262,14.3,0.3175,0.118881118881,94.386319293,178.157744482,4.1,Credit
263,6.5,0.116666666667,0.0,111.452010793,158.973138597,1.53,CASH
264,29.0,0.425833333333,0.0,205.936708269,29.5568455245,11.7,Cash
265,11.4,0.189444444444,0.0,21.3128239511,36.4885473838,3.8,Cash
266,11.3,0.216666666667,0.0,94.386319293,95.1038858049,3.67,CASH
267,6.5,0.05,0.307692307692,252.197724718,158.973138597,1.3,Credit
268,6.5,0.133333333333,0.0,101.184332311,111.452010793,1.3,CASH
269,5.3,0.1,0.0,94.386319293,120.643519106,1.1,CASH
270,9.9,0.201111111111,0.0,101.184332311,120.643519106,2.4,Cash
271,13.3,0.3,0.225563909774,139.074511059,147.284296274,3.63,Credit
272,11.3,0.333333333333,0.0,252.197724718,252.197724718,2.13,CASH
273,21.7,0.483333333333,0.0,147.284296274,22.2377302013,7.84,CASH
274,6.9,0.183333333333,0.0,302.957837437,205.936708269,1.01,CASH
275,45.0,0.75,0.0,302.957837437,27.7688679245,19.65,CASH
276,12.1,0.333333333333,0.0,157.477740509,115.621026064,3.28,CASH
277,6.1,0.116666666667,0.0,115.621026064,252.197724718,1.54,CASH
278,4.5,0.3,0.0,119.356719782,21.3128239511,0.56,CASH
279,5.3,0.0833333333333,0.188679245283,302.957837437,252.197724718,1.14,Credit
280,6.5,0.116666666667,0.0,252.197724718,302.957837437,1.37,CASH
281,15.7,0.316666666667,0.2,430.402252069,120.643519106,5.47,Credit
282,7.3,0.166666666667,0.0,178.157744482,138.760957512,1.54,CASH
283,6.9,0.116666666667,0.0,120.643519106,139.074511059,1.94,CASH
284,4.1,0.05,0.0,157.477740509,302.957837437,0.62,CASH
285,6.5,0.116666666667,0.0,115.621026064,42.750828305,1.59,CASH
286,4.5,0.0833333333333,0.0,42.750828305,42.750828305,0.58,CASH
287,4.9,0.1,0.0,170.550403502,170.550403502,0.85,CASH
288,11.3,0.266666666667,0.0,302.957837437,119.356719782,3.4,CASH
289,7.3,0.180277777778,0.0,252.197724718,170.259992779,1.7,CASH
290,12.5,0.35,0.08,139.074511059,,2.86,Credit
291,6.1,0.116666666667,0.0,252.197724718,115.621026064,1.07,CASH
292,7.3,0.1725,0.0,115.621026064,119.356719782,1.2,Cash
293,6.5,0.119722222222,0.0,94.386319293,147.284296274,1.3,Cash
294,7.3,0.143611111111,0.13698630137,115.621026064,,1.8,Credit
295,31.8,0.525277777778,0.0,94.386319293,21.1489292877,12.3,Cash
296,17.8,0.391388888889,0.0,205.936708269,22.4447877594,6.1,Cash
297,6.6,0.121388888889,0.0,121.765217175,111.452010793,1.2,Cash
298,32.1,0.334444444444,0.0,430.402252069,,14.6,Cash
299,22.6,0.284166666667,0.0,,,9.1,Cash
300,6.1,0.146666666667,0.0,94.386319293,158.973138597,0.9,Cash
301,6.1,0.146666666667,0.0,94.386319293,158.973138597,0.9,Cash
302,6.1,0.146666666667,0.0,94.386319293,,0.9,Cash
303,6.1,0.146666666667,0.0,94.386319293,,0.9,Cash
304,8.2,0.145555555556,0.0,64.1674781822,18.7725508594,2.1,Cash
305,5.3,0.0905555555556,0.0,178.157744482,302.957837437,1.0,Cash
306,6.7,0.128055555556,0.0,205.936708269,170.550403502,0.9,Cash
307,18.6,0.404444444444,0.15,139.074511059,17.3857951284,5.9,Credit
308,8.3,0.138055555556,0.0,302.957837437,64.1674781822,2.0,Cash
309,11.5,0.288888888889,0.0,302.957837437,158.973138597,1.9,Cash
310,4.1,0.0502777777778,0.0,27.9386726407,27.9386726407,0.7,Cash
311,4.5,0.0713888888889,0.0,120.643519106,252.197724718,0.8,Cash
312,6.1,0.110277777778,0.0,147.284296274,170.550403502,1.3,Cash
313,23.4,0.467222222222,0.15,26.7751177863,21.3128239511,7.8,Credit
314,12.9,0.264166666667,0.0,205.936708269,64.1674781822,3.7,Cash
315,45.0,0.933333333333,0.155555555556,27.7688679245,430.402252069,20.98,Credit
316,33.7,0.4,0.0,27.7688679245,26.9055904624,15.23,CASH
317,7.0,0.139722222222,0.0,21.3128239511,136.763860839,1.3,Credit
318,8.1,0.183333333333,0.0,302.957837437,147.284296274,2.19,CASH
319,26.9,0.316666666667,0.0743494423792,115.621026064,115.621026064,11.79,Credit
320,6.9,0.15,0.0,302.957837437,252.197724718,1.64,CASH
321,13.7,0.383333333333,0.0,238.665860215,205.936708269,3.93,CASH
322,6.9,0.168055555556,0.0,120.643519106,111.452010793,1.2,Cash
323,5.7,0.0666666666667,0.0,205.936708269,178.157744482,1.62,CASH
324,6.9,0.133333333333,0.217391304348,111.452010793,101.184332311,1.44,Credit
325,4.5,0.0666666666667,0.0,205.936708269,252.197724718,0.88,CASH
326,10.9,0.233333333333,0.0,101.184332311,252.197724718,3.32,CASH
327,4.5,0.0666666666667,0.0,94.386319293,238.665860215,0.05,CASH
328,20.5,0.133333333333,0.0,,34.2882930669,8.35,CASH
329,2.5,0.191944444444,0.0,101.184332311,94.386319293,2.6,CASH
330,5.7,0.116666666667,0.0,121.765217175,101.184332311,1.07,CASH
331,5.3,0.0833333333333,0.0,120.643519106,158.973138597,0.98,CASH
332,5.3,0.0833333333333,0.0,120.643519106,158.973138597,0.98,CASH
333,5.3,0.0833333333333,0.0,120.643519106,,0.98,CASH
334,5.3,0.0833333333333,0.0,120.643519106,,0.98,CASH
335,10.9,0.2,0.275229357798,26.7751177863,147.284296274,3.43,Credit
336,6.5,0.0963888888889,0.0,64.1674781822,302.957837437,1.9,CASH
337,6.1,0.130833333333,0.0,42.750828305,111.452010793,0.9,Cash
338,4.2,0.0413888888889,0.0,138.760957512,138.760957512,0.4,Cash
339,11.4,0.225,0.2,22.2377302013,147.284296274,3.3,Credit
340,5.3,0.114444444444,0.0,252.197724718,252.197724718,0.7,Cash
341,3.8,0.0425,0.0,170.550403502,170.550403502,0.3,Cash
342,8.9,0.232777777778,0.0,170.550403502,120.643519106,1.7,Cash
343,4.1,0.0647222222222,0.0,205.936708269,252.197724718,0.3,Cash
344,4.7,0.0469444444444,0.0,158.973138597,158.973138597,0.4,Cash
345,3.7,0.0416666666667,0.0,157.477740509,170.259992779,0.5,Cash
346,4.9,0.0897222222222,0.0,170.550403502,147.284296274,1.0,Cash
347,8.5,0.170277777778,0.0,157.477740509,170.550403502,2.5,Cash
348,3.4,0.0102777777778,0.0,138.760957512,138.760957512,0.2,Cash
349,8.1,0.183611111111,0.0,170.259992779,252.197724718,1.8,Cash
350,30.2,0.541388888889,0.0,115.621026064,34.2882930669,12.4,Cash
351,6.1,0.141388888889,0.2,120.643519106,238.665860215,0.6,Credit
352,9.8,0.206944444444,0.0,136.763860839,119.356719782,2.3,Cash
353,4.1,0.0705555555556,0.0,302.957837437,170.259992779,0.4,Cash
354,6.5,0.111111111111,0.0,,205.936708269,1.7,Cash
355,45.0,0.533333333333,0.0,430.402252069,27.7688679245,19.95,CASH
356,14.1,0.345555555556,0.0,205.936708269,121.765217175,4.1,Cash
357,7.7,0.166666666667,0.233766233766,26.7751177863,64.1674781822,2.08,Credit
358,7.3,0.15,0.0,170.550403502,64.1674781822,1.78,CASH
359,6.5,0.116666666667,0.0,147.284296274,178.157744482,1.96,CASH
360,15.0,0.321388888889,0.15,119.356719782,45.8744721551,4.9,Credit
361,10.9,0.183333333333,0.0,120.643519106,143.303540904,3.65,CASH
362,12.5,0.166666666667,0.0,53.4850998464,252.197724718,4.94,CASH
363,6.1,0.116666666667,0.0,119.356719782,121.765217175,1.24,CASH
364,4.5,0.05,0.0,252.197724718,302.957837437,0.98,CASH
365,12.5,0.15,0.0,,42.750828305,4.92,CASH
366,11.3,0.216666666667,0.0,136.763860839,49.4984977376,3.38,CASH
367,6.9,0.183333333333,0.289855072464,120.643519106,,1.65,Credit
368,4.9,0.1,0.0,94.386319293,115.621026064,0.9,CASH
369,45.0,0.95,0.0,27.7688679245,147.284296274,18.49,CASH
370,4.1,0.0666666666667,0.0,94.386319293,120.643519106,0.61,CASH
371,6.1,0.116666666667,0.0,64.1674781822,178.157744482,1.36,CASH
372,6.1,0.116666666667,0.0,138.760957512,170.550403502,1.06,CASH
373,9.3,0.2,0.161290322581,170.259992779,170.550403502,2.23,Credit
374,12.1,0.3,0.0,21.3128239511,158.973138597,3.34,CASH
375,10.1,0.2,0.138613861386,94.386319293,252.197724718,3.04,Credit
376,10.1,0.3,0.0,252.197724718,120.643519106,1.37,CASH
377,3.7,0.0333333333333,0.0,147.284296274,147.284296274,0.57,CASH
