,Fare_Amt,tripDurationHours,tipPC,depart_income,arriv_income,Trip_Distance,Payment_Type
6743,8.9,0.15,0.0,157.477740509,158.973138597,2.61,CASH
6744,12.1,0.2,0.0,115.621026064,24.2813530128,4.5,Credit
6745,6.5,0.116666666667,0.0,119.356719782,158.973138597,1.68,CASH
6746,10.1,0.25,0.0,215.183243508,121.765217175,2.44,CASH
6747,5.3,0.1,0.0,158.973138597,115.621026064,1.25,CASH
6748,6.1,0.133333333333,0.0,147.284296274,158.973138597,1.19,CASH
6749,6.5,0.133333333333,0.0,111.452010793,115.621026064,1.69,CASH
6750,3.7,0.0166666666667,0.27027027027,158.973138597,115.621026064,0.77,Credit
6751,6.5,0.133333333333,0.0,157.477740509,22.2377302013,1.71,CASH
6752,6.9,0.166666666667,0.0,120.643519106,158.973138597,1.14,CASH
6753,5.7,0.0833333333333,0.0,119.356719782,136.763860839,1.42,CASH
6754,4.5,0.0833333333333,0.444444444444,147.284296274,238.665860215,0.77,Credit
6755,6.1,0.116666666667,0.0,170.550403502,238.665860215,1.31,CASH
6756,14.2,0.245833333333,0.0,21.3128239511,36.4885473838,4.5,Cash
6757,5.7,0.0997222222222,0.0,139.074511059,136.763860839,1.3,Cash
6758,3.3,0.0361111111111,0.0,49.4984977376,49.4984977376,0.4,Cash
6759,6.5,0.118611111111,0.0,22.2377302013,170.259992779,1.4,Cash
6760,10.6,0.211944444444,0.0,252.197724718,138.760957512,2.9,No Charge
6761,8.1,0.15,0.0,101.184332311,121.765217175,2.26,CASH
6762,6.1,0.161111111111,0.0,101.184332311,21.3128239511,0.7,CASH
6763,9.3,0.238888888889,0.0,115.621026064,136.763860839,2.3,CASH
6764,45.0,0.564444444444,0.0,27.7688679245,139.074511059,17.2,CASH
6765,13.7,0.35,0.14598540146,170.550403502,111.452010793,3.55,Credit
6766,10.1,0.2,0.0,42.750828305,302.957837437,3.21,CASH
6767,6.9,0.183333333333,0.0,94.386319293,120.643519106,1.14,CASH
6768,8.1,0.133333333333,0.0,157.477740509,,2.18,CASH
6769,10.1,0.216666666667,0.0,94.386319293,95.1038858049,3.23,CASH
6770,10.5,0.25,0.0,121.765217175,147.284296274,2.76,CASH
6771,10.1,0.266666666667,0.0,138.760957512,94.386319293,2.48,CASH
6772,4.1,0.0666666666667,0.0,170.259992779,157.477740509,0.69,CASH
6773,6.9,0.166666666667,0.144927536232,101.184332311,139.074511059,1.56,Credit
6774,7.7,0.166666666667,0.0,147.284296274,121.765217175,2.0,CASH
6775,6.1,0.133333333333,0.0,94.386319293,115.621026064,0.89,CASH
6776,7.7,0.166666666667,0.0,64.1674781822,157.477740509,1.93,CASH
6777,20.9,0.283333333333,0.0,42.750828305,15.7587442738,8.99,CASH
6778,4.9,0.116666666667,0.0,205.936708269,147.284296274,0.69,CASH
6779,4.5,0.0833333333333,0.0,115.621026064,158.973138597,0.61,CASH
6780,13.7,0.2,0.0,302.957837437,21.3128239511,5.03,CASH
6781,3.7,0.05,0.0,170.259992779,302.957837437,0.54,CASH
6782,20.7,0.235833333333,0.0,,115.621026064,8.6,Cash
6783,22.9,0.3725,0.0,139.074511059,27.306580188,9.4,Cash
6784,10.1,0.266666666667,0.0,94.386319293,119.356719782,2.52,CASH
6785,18.9,0.416666666667,0.205291005291,42.750828305,138.760957512,6.14,Credit
6786,4.1,0.0666666666667,0.0,21.3128239511,21.3128239511,0.44,CASH
6787,5.7,0.1,0.350877192982,119.356719782,94.386319293,1.3,Credit
6788,6.5,0.15,0.0,94.386319293,115.621026064,1.24,CASH
6789,6.2,0.0963888888889,0.0,170.550403502,205.936708269,1.3,Cash
6790,12.9,0.216666666667,0.077519379845,111.452010793,150.291550604,4.31,Credit
6791,3.3,0.0333333333333,0.0,215.183243508,150.291550604,0.49,CASH
6792,6.5,0.116666666667,0.0,157.477740509,205.936708269,1.5,CASH
6793,8.1,0.166666666667,0.246913580247,121.765217175,42.750828305,1.85,Credit
6794,11.7,0.216666666667,0.0,252.197724718,18.731099623,4.3,CASH
6795,6.2,0.0808333333333,0.0,101.184332311,119.356719782,1.1,Cash
6796,5.7,0.112777777778,0.149122807018,158.973138597,238.665860215,0.8,Credit
6797,20.5,0.25,0.0,158.973138597,21.1142020811,8.57,CASH
6798,6.9,0.133333333333,0.0,121.765217175,115.621026064,1.58,CASH
6799,4.1,0.05,0.0,94.386319293,94.386319293,0.6,CASH
6800,9.7,0.1975,0.0,94.386319293,147.284296274,0.0,Cash
6801,9.7,0.1975,0.0,,147.284296274,0.0,Cash
6802,21.3,0.599166666667,0.0,150.291550604,48.0248503838,5.4,Cash
6803,7.8,0.165555555556,0.153846153846,119.356719782,21.3128239511,1.2,Credit
6804,45.0,0.000833333333333,0.0,27.7688679245,27.7688679245,0.0,Cash
6805,5.8,0.0944444444444,0.0,170.550403502,205.936708269,1.0,Cash
6806,7.3,0.130833333333,0.0,136.763860839,121.765217175,1.9,Cash
6807,7.7,0.133611111111,0.0,147.284296274,121.765217175,2.2,Cash
6808,10.6,0.140555555556,0.0,252.197724718,136.763860839,3.6,Cash
6809,6.9,0.145,0.0,157.477740509,252.197724718,1.5,Cash
6810,7.3,0.163055555556,0.0,42.750828305,136.763860839,1.4,Cash
6811,6.2,0.104166666667,0.0,119.356719782,115.621026064,1.1,Cash
6812,8.7,0.166666666667,0.2,115.621026064,205.936708269,1.6,Credit
6813,6.7,0.108333333333,0.0,101.184332311,139.074511059,1.1,Cash
6814,7.3,0.196666666667,0.149315068493,158.973138597,115.621026064,0.7,Credit
6815,7.3,0.163333333333,0.0,94.386319293,147.284296274,1.4,Cash
6816,4.6,0.0758333333333,0.0,94.386319293,115.621026064,0.4,Cash
6817,4.6,0.0497222222222,0.0,158.973138597,115.621026064,0.6,Cash
6818,16.3,0.430833333333,0.0,147.284296274,119.356719782,3.8,Cash
6819,7.9,0.165555555556,0.0,94.386319293,120.643519106,1.1,Cash
6820,6.7,0.109722222222,0.0,157.477740509,170.259992779,1.1,Cash
6821,5.3,0.0902777777778,0.0,136.763860839,53.4850998464,1.1,CASH
6822,5.7,0.1,0.0,64.1674781822,138.760957512,1.15,CASH
6823,3.7,0.0333333333333,0.0,178.157744482,178.157744482,0.39,CASH
6824,11.7,0.241111111111,0.0,115.621026064,24.740081363,3.7,CASH
6825,5.7,0.15,0.0,238.665860215,115.621026064,1.03,CASH
6826,8.5,0.15,0.105882352941,101.184332311,252.197724718,2.59,Credit
6827,6.1,0.116666666667,0.0,115.621026064,94.386319293,1.27,CASH
6828,5.7,0.0333333333333,0.0,139.074511059,94.386319293,1.51,CASH
6829,14.9,0.35,0.0,64.1674781822,238.665860215,4.57,CASH
6830,4.5,0.0833333333333,0.0,302.957837437,170.259992779,0.61,CASH
6831,6.9,0.133333333333,0.0,147.284296274,94.386319293,1.78,CASH
6832,5.7,0.0833333333333,0.0,26.7751177863,64.1674781822,1.4,CASH
6833,6.7,0.106944444444,0.0,119.356719782,139.074511059,1.1,Cash
6834,5.7,0.116666666667,0.0,136.763860839,101.184332311,1.12,CASH
6835,45.0,1.21666666667,0.0,147.284296274,27.7688679245,16.72,CASH
6836,10.1,0.166666666667,0.0,49.4984977376,21.3128239511,3.24,CASH
6837,14.5,0.316666666667,0.0,238.665860215,26.7751177863,4.79,CASH
6838,4.9,0.1,0.0,115.621026064,115.621026064,0.7,CASH
6839,6.5,0.116666666667,0.0,170.550403502,120.643519106,1.61,CASH
6840,7.7,0.166666666667,0.12987012987,120.643519106,205.936708269,1.95,Credit
6841,7.3,0.166666666667,0.0,147.284296274,94.386319293,1.51,CASH
6842,10.5,0.25,0.0,302.957837437,120.643519106,2.89,CASH
6843,3.7,0.0416666666667,0.0,205.936708269,157.477740509,0.6,Cash
6844,12.5,0.316666666667,0.16,205.936708269,64.1674781822,3.01,Credit
6845,6.5,0.133333333333,0.0,115.621026064,94.386319293,1.34,CASH
6846,12.2,0.207777777778,0.0,42.750828305,16.4690077286,4.0,Cash
6847,5.7,0.183333333333,0.0,302.957837437,178.157744482,1.18,CASH
6848,9.3,0.166666666667,0.0,138.760957512,158.973138597,2.94,CASH
6849,21.7,0.3,0.3,158.973138597,,8.99,Credit
6850,5.7,0.133333333333,0.350877192982,94.386319293,115.621026064,0.94,Credit
6851,6.1,0.116666666667,0.0,252.197724718,238.665860215,1.33,CASH
6852,5.5,0.0666666666667,0.0,205.936708269,157.477740509,0.7,Cash
6853,5.5,0.08,0.0,77.6545853926,77.6545853926,0.6,Cash
6854,4.5,0.0683333333333,0.0,170.550403502,170.550403502,0.6,Cash
6855,20.3,0.561666666667,0.0,147.284296274,136.763860839,4.7,Cash
6856,11.1,0.234166666667,0.0,111.452010793,205.936708269,2.7,Cash
6857,5.8,0.0908333333333,0.0,119.356719782,139.074511059,1.1,Cash
6858,17.8,0.208888888889,0.2,252.197724718,110.918264697,7.0,Credit
6859,5.7,0.108888888889,0.0,139.074511059,101.184332311,1.2,Dispute
6860,5.0,0.0558333333333,0.0,121.765217175,119.356719782,0.8,Cash
6861,8.6,0.193888888889,0.0,111.452010793,21.3128239511,1.9,Cash
6862,6.1,0.1225,0.0,115.621026064,120.643519106,1.0,Cash
6863,3.7,0.0538888888889,0.0,121.765217175,119.356719782,0.5,Cash
6864,5.0,0.0458333333333,0.0,94.386319293,238.665860215,1.0,Cash
6865,9.3,0.269444444444,0.0,158.973138597,120.643519106,1.2,Cash
6866,4.1,0.0527777777778,0.0,120.643519106,238.665860215,0.6,Cash
6867,10.1,0.1975,0.19801980198,139.074511059,77.6545853926,3.1,CREDIT
6868,11.3,0.225,0.0,,24.2813530128,0.3,CASH
6869,6.1,0.123333333333,0.0,120.643519106,121.765217175,1.4,CASH
6870,5.7,0.138055555556,0.219298245614,120.643519106,252.197724718,1.1,CREDIT
6871,10.9,0.211111111111,0.0,121.765217175,150.291550604,3.3,CASH
6872,10.7,0.243055555556,0.0,147.284296274,138.760957512,2.3,Cash
6873,5.3,0.1,0.188679245283,121.765217175,119.356719782,1.11,Credit
6874,14.1,0.35,0.0,178.157744482,111.452010793,3.97,CASH
6875,13.7,0.316666666667,0.0,,120.643519106,3.95,CASH
6876,7.7,0.166666666667,0.0,178.157744482,205.936708269,1.43,CASH
6877,9.3,0.266666666667,0.0,252.197724718,94.386319293,1.31,CASH
6878,10.1,0.25,0.0,302.957837437,170.550403502,2.32,CASH
6879,5.3,0.1,0.0,26.7751177863,26.7751177863,0.92,CASH
6880,9.7,0.2,0.0,205.936708269,120.643519106,2.92,CASH
6881,5.7,0.0833333333333,0.0,115.621026064,252.197724718,1.36,CASH
6882,11.3,0.316666666667,0.0,158.973138597,,2.37,CASH
6883,9.3,0.2,0.0,147.284296274,119.356719782,2.69,CASH
6884,7.3,0.166666666667,0.0,121.765217175,136.763860839,1.51,CASH
6885,26.1,0.483333333333,0.0,,178.157744482,10.31,CASH
6886,5.3,0.0833333333333,0.0,119.356719782,115.621026064,1.22,CASH
6887,4.9,0.0833333333333,0.0,205.936708269,205.936708269,0.91,CASH
6888,4.9,0.0833333333333,0.408163265306,121.765217175,111.452010793,1.07,Credit
6889,5.3,0.116666666667,0.132075471698,170.259992779,205.936708269,1.16,Credit
6890,11.3,0.233333333333,0.176991150442,64.1674781822,115.621026064,3.95,Credit
6891,14.9,0.4,0.134228187919,252.197724718,94.386319293,3.07,Credit
6892,16.1,0.366666666667,0.0,21.3128239511,178.157744482,5.5,CASH
6893,7.3,0.133333333333,0.13698630137,111.452010793,136.763860839,1.99,Credit
6894,10.5,0.254444444444,0.0,139.074511059,147.284296274,2.8,Cash
6895,9.3,0.183333333333,0.161290322581,170.550403502,139.074511059,2.85,Credit
6896,8.1,0.133333333333,0.0,136.763860839,115.621026064,2.29,CASH
6897,5.4,0.0716666666667,0.0,170.550403502,138.760957512,1.0,Cash
6898,16.5,0.328333333333,0.2,430.402252069,94.386319293,5.2,Credit
6899,7.8,0.165833333333,0.0,101.184332311,121.765217175,1.3,Cash
6900,3.7,0.055,0.0,120.643519106,147.284296274,0.4,Cash
6901,15.9,0.449166666667,0.0,252.197724718,121.765217175,3.1,Cash
6902,5.7,0.115555555556,0.0,136.763860839,139.074511059,1.2,Cash
6903,3.7,0.0272222222222,0.0,170.259992779,178.157744482,0.5,Cash
6904,10.9,0.253333333333,0.0,94.386319293,,3.1,Cash
6905,9.5,0.191111111111,0.0,157.477740509,170.550403502,2.0,Cash
6906,6.9,0.116388888889,0.0,205.936708269,138.760957512,2.0,Cash
6907,8.2,0.151944444444,0.0,101.184332311,94.386319293,2.0,Cash
6908,4.1,0.0625,0.248780487805,42.750828305,119.356719782,0.7,Credit
6909,8.5,0.225,0.149411764706,238.665860215,158.973138597,1.7,Credit
6910,5.3,0.0772222222222,0.0,27.306580188,34.2882930669,1.0,Cash
6911,6.2,0.0730555555556,0.0,302.957837437,22.2377302013,1.5,Cash
6912,10.1,0.131111111111,0.0,111.452010793,430.402252069,3.5,Cash
6913,15.9,0.359166666667,0.0,139.074511059,170.259992779,4.6,Cash
6914,6.6,0.113888888889,0.0,53.4850998464,136.763860839,1.5,Cash
6915,4.9,0.0727777777778,0.148979591837,205.936708269,157.477740509,1.1,Credit
6916,15.4,0.258888888889,0.0649350649351,136.763860839,64.1674781822,5.6,Credit
6917,6.5,0.152222222222,0.0,120.643519106,121.765217175,1.0,Cash
6918,10.3,0.212222222222,0.2,115.621026064,170.550403502,2.7,Credit
6919,8.9,0.233888888889,0.0,121.765217175,115.621026064,1.5,Cash
6920,24.5,0.820555555556,0.0,147.284296274,53.4850998464,4.4,Cash
6921,40.2,0.721666666667,0.0,42.750828305,19.6563105673,16.0,Cash
6922,6.7,0.115277777778,0.0,18.7725508594,18.7725508594,0.8,Cash
6923,5.0,0.07,0.2,238.665860215,158.973138597,0.6,Credit
6924,5.7,0.0816666666667,0.0,94.386319293,147.284296274,1.3,Cash
6925,27.7,0.632777777778,0.2,,,9.8,Credit
6926,6.5,0.111388888889,0.0,,178.157744482,1.3,Cash
6927,9.0,0.1825,0.15,21.3128239511,115.621026064,2.2,Credit
6928,6.1,0.14,0.0,252.197724718,,0.8,Cash
6929,17.7,0.429166666667,0.0,170.259992779,121.765217175,5.3,CASH
6930,9.3,0.283333333333,0.215053763441,111.452010793,94.386319293,1.16,Credit
6931,7.3,0.138888888889,0.0,238.665860215,111.452010793,2.1,CASH
6932,4.5,0.0813888888889,0.0,120.643519106,238.665860215,0.7,CASH
6933,15.3,0.416666666667,0.2,115.621026064,64.1674781822,4.36,Credit
6934,5.3,0.1,0.0,111.452010793,121.765217175,0.92,CASH
6935,6.5,0.133333333333,0.0,115.621026064,94.386319293,1.3,CASH
6936,4.9,0.1,0.0,94.386319293,147.284296274,0.87,CASH
6937,7.3,0.166666666667,0.27397260274,115.621026064,21.3128239511,1.76,Credit
6938,3.7,0.05,0.0,136.763860839,143.303540904,0.56,CASH
6939,45.0,0.583333333333,0.0,27.7688679245,170.550403502,17.54,CASH
6940,5.3,0.0666666666667,0.0,157.477740509,205.936708269,1.18,CASH
6941,5.3,0.0833333333333,0.0,115.621026064,252.197724718,1.08,CASH
6942,4.9,0.0666666666667,0.0,252.197724718,115.621026064,1.12,CASH
6943,6.9,0.166666666667,0.0,111.452010793,158.973138597,1.05,CASH
6944,4.5,0.0666666666667,0.0,94.386319293,121.765217175,0.81,CASH
6945,4.5,0.0833333333333,0.0,115.621026064,158.973138597,0.62,CASH
6946,9.7,0.283333333333,0.20618556701,205.936708269,147.284296274,1.66,Credit
6947,6.5,0.0833333333333,0.0,115.621026064,302.957837437,2.0,CASH
6948,6.5,0.133333333333,0.115384615385,302.957837437,252.197724718,1.3,Credit
6949,5.7,0.15,0.0,147.284296274,205.936708269,0.97,CASH
6950,13.3,0.295277777778,0.0,119.356719782,178.157744482,4.5,Cash
6951,3.8,0.0286111111111,0.0,252.197724718,252.197724718,0.5,Cash
6952,5.7,0.1,0.350877192982,158.973138597,119.356719782,1.51,Credit
6953,13.3,0.15,0.15037593985,115.621026064,150.291550604,4.77,Credit
6954,9.3,0.133333333333,0.0,121.765217175,21.3128239511,3.1,CASH
6955,12.9,0.383333333333,0.0,158.973138597,21.3128239511,2.87,CASH
6956,16.1,0.283333333333,0.206211180124,95.1038858049,111.452010793,5.76,Credit
6957,6.6,0.103055555556,0.0,157.477740509,302.957837437,1.5,Cash
6958,14.9,0.4,0.0,205.936708269,18.731099623,4.33,CASH
6959,3.7,0.0433333333333,0.0,178.157744482,157.477740509,0.4,Cash
6960,12.9,0.340833333333,0.162790697674,120.643519106,120.643519106,3.3,Credit
6961,6.5,0.111944444444,0.0,170.550403502,64.1674781822,1.5,Credit
6962,11.1,0.189166666667,0.0,158.973138597,64.1674781822,3.1,Cash
6963,23.3,0.4225,0.0,136.763860839,20.1271082865,8.7,Cash
6964,4.9,0.0994444444444,0.0,94.386319293,115.621026064,0.6,Cash
6965,7.7,0.151388888889,0.0,22.2377302013,170.550403502,2.1,Cash
6966,8.1,0.200555555556,0.0,94.386319293,252.197724718,1.3,Cash
6967,6.6,0.143611111111,0.0,21.3128239511,101.184332311,0.9,Cash
6968,10.1,0.153333333333,0.0,136.763860839,120.643519106,3.2,Cash
6969,14.1,0.290277777778,0.0,302.957837437,15.7587442738,4.9,Cash
6970,4.1,0.0569444444444,0.0,157.477740509,302.957837437,0.6,Cash
6971,9.5,0.193055555556,0.0,139.074511059,94.386319293,1.9,Cash
6972,21.4,0.429722222222,0.2,147.284296274,48.0248503838,7.7,Credit
6973,9.3,0.223611111111,0.149462365591,170.550403502,94.386319293,2.3,Credit
6974,13.1,0.326944444444,0.0,147.284296274,119.356719782,2.9,Cash
6975,5.4,0.0811111111111,0.2,147.284296274,170.550403502,0.9,Credit
6976,8.1,0.215555555556,0.0,94.386319293,158.973138597,1.5,Cash
6977,9.0,0.147777777778,0.111111111111,64.1674781822,178.157744482,2.3,Credit
6978,6.1,0.123333333333,0.0,111.452010793,94.386319293,1.2,Cash
6979,3.3,0.0302777777778,0.0,302.957837437,170.259992779,0.4,Cash
6980,7.4,0.135555555556,0.0,119.356719782,115.621026064,1.5,Cash
6981,3.7,0.0791666666667,0.297297297297,111.452010793,238.665860215,0.5,CREDIT
6982,5.3,0.249722222222,0.0,64.1674781822,26.7751177863,0.3,CASH
6983,10.1,0.295555555556,0.217821782178,94.386319293,147.284296274,2.4,CREDIT
6984,8.9,0.264722222222,0.0,94.386319293,139.074511059,2.5,CASH
6985,8.9,0.264722222222,0.0,,139.074511059,2.5,CASH
6986,12.1,0.240833333333,0.0,147.284296274,42.750828305,4.2,CASH
6987,9.7,0.233333333333,0.0,77.6545853926,49.4984977376,2.08,CASH
6988,4.1,0.05,0.0,,138.760957512,0.84,CASH
6989,8.1,0.1,0.246913580247,147.284296274,238.665860215,1.56,Credit
6990,8.9,0.133333333333,0.112359550562,136.763860839,158.973138597,3.12,Credit
6991,8.9,0.216666666667,0.112359550562,205.936708269,,1.88,Credit
6992,7.3,0.133333333333,0.13698630137,94.386319293,147.284296274,2.27,Credit
6993,6.9,0.166666666667,0.0,94.386319293,158.973138597,1.23,CASH
6994,15.3,0.4,0.0,115.621026064,,4.58,CASH
6995,6.9,0.15,0.0,136.763860839,21.3128239511,1.42,CASH
6996,23.7,0.35,0.0,120.643519106,,10.01,CASH
6997,4.9,0.0833333333333,0.0,121.765217175,119.356719782,0.79,CASH
6998,8.5,0.166666666667,0.117647058824,138.760957512,,2.44,Credit
6999,4.9,0.0833333333333,0.0,147.284296274,94.386319293,1.03,CASH
7000,4.9,0.0833333333333,0.0,136.763860839,215.183243508,0.91,CASH
7001,4.1,0.05,0.0,147.284296274,147.284296274,0.71,CASH
7002,2.5,0.0,0.0,18.8090286584,18.8090286584,0.11,CASH
7003,4.9,0.0833333333333,0.224489795918,119.356719782,115.621026064,0.98,Credit
7004,9.7,0.234166666667,0.0,64.1674781822,178.157744482,2.0,Cash
7005,5.9,0.0713888888889,0.0,138.760957512,170.550403502,0.8,Cash
7006,8.5,0.183333333333,0.235294117647,15.7587442738,13.3685627341,2.15,Credit
7007,5.3,0.120833333333,0.132075471698,119.356719782,101.184332311,0.8,CREDIT
7008,8.5,0.259722222222,0.0,252.197724718,205.936708269,0.6,CASH
7009,6.1,0.152777777778,0.0,147.284296274,205.936708269,0.9,CASH
7010,7.3,0.133333333333,0.0,147.284296274,170.550403502,1.68,CASH
7011,3.7,0.05,0.0,170.550403502,170.550403502,0.42,CASH
7012,9.7,0.183333333333,0.0,143.303540904,21.3128239511,2.98,CASH
7013,4.9,0.1,0.408163265306,121.765217175,94.386319293,1.05,Credit
7014,8.9,0.233333333333,0.0,115.621026064,121.765217175,1.72,CASH
7015,6.5,0.133333333333,0.0,138.760957512,157.477740509,1.49,CASH
7016,5.7,0.116666666667,0.175438596491,147.284296274,205.936708269,1.08,Credit
7017,6.5,0.0666666666667,0.0,21.1489292877,14.8855193622,2.12,CASH
7018,5.7,0.133333333333,0.0,27.4665365713,64.1674781822,0.89,CASH
7019,10.9,0.2,0.209174311927,42.750828305,27.9386726407,3.62,Credit
7020,6.5,0.133333333333,0.307692307692,158.973138597,147.284296274,1.36,Credit
7021,7.3,0.15,0.27397260274,138.760957512,64.1674781822,1.5,Credit
7022,11.7,0.266666666667,0.25641025641,42.750828305,120.643519106,3.36,Credit
7023,10.5,0.183333333333,0.190476190476,215.183243508,147.284296274,3.67,Credit
7024,10.1,0.15,0.0,28.1894598073,21.3128239511,3.12,CASH
7025,9.3,0.266666666667,0.0,302.957837437,252.197724718,1.73,CASH
7026,10.9,0.0333333333333,0.183486238532,119.356719782,95.1038858049,3.56,Credit
7027,25.4,0.345833333333,0.0,94.386319293,41.4481213543,10.7,Cash
7028,7.3,0.116666666667,0.0,170.550403502,178.157744482,2.07,CASH
7029,14.6,0.277777777778,0.15,158.973138597,,4.8,Credit
7030,4.1,-0.0166666666667,0.0,147.284296274,147.284296274,0.0,Credit
7031,37.7,0.716666666667,0.0,27.7688679245,15.1089989338,15.37,CASH
7032,9.7,0.166666666667,0.0,111.452010793,170.259992779,3.2,CASH
7033,14.1,0.3,0.0,94.386319293,138.760957512,4.31,CASH
7034,4.9,0.0833333333333,0.0,178.157744482,302.957837437,1.07,CASH
7035,5.7,0.1,0.0,119.356719782,115.621026064,1.45,CASH
7036,15.7,0.469444444444,0.0,157.477740509,238.665860215,3.2,Cash
7037,5.3,0.116666666667,0.0,121.765217175,119.356719782,1.0,CASH
7038,8.6,0.124722222222,0.232558139535,252.197724718,27.9386726407,2.5,Credit
7039,3.4,0.0180555555556,0.0,120.643519106,147.284296274,0.1,Cash
7040,7.7,0.164444444444,0.0,157.477740509,252.197724718,2.0,Cash
7041,4.1,0.0597222222222,0.0,205.936708269,205.936708269,0.5,Cash
7042,13.0,0.225277777778,0.0,64.1674781822,121.765217175,4.4,Cash
7043,4.6,0.0602777777778,0.0,139.074511059,121.765217175,0.5,Cash
7044,11.8,0.0,0.15,42.750828305,42.750828305,3.0,Credit
7045,4.5,0.0597222222222,0.0,157.477740509,138.760957512,0.9,Cash
7046,9.9,0.226666666667,0.0,302.957837437,170.550403502,2.0,Cash
7047,8.5,0.244444444444,0.294117647059,115.621026064,252.197724718,1.1,Credit
7048,7.4,0.160277777778,0.135135135135,121.765217175,120.643519106,1.0,Credit
7049,4.9,0.0688888888889,0.0,64.1674781822,170.550403502,1.0,Cash
7050,6.5,0.0791666666667,0.0,157.477740509,158.973138597,2.1,Cash
7051,5.0,0.0494444444444,0.0,94.386319293,115.621026064,0.8,Cash
7052,6.2,0.123333333333,0.25,147.284296274,120.643519106,0.9,Credit
7053,4.5,0.0755555555556,0.0,147.284296274,170.550403502,0.7,Cash
7054,15.8,0.410555555556,0.2,,101.184332311,4.5,Credit
7055,5.5,0.0538888888889,0.0,170.550403502,138.760957512,1.0,Cash
7056,16.3,0.471944444444,0.0,170.550403502,302.957837437,2.8,Cash
7057,15.1,0.2725,0.0,147.284296274,21.3128239511,4.8,Cash
7058,16.9,0.383333333333,0.0,157.477740509,136.763860839,5.9,CASH
7059,14.9,0.354166666667,0.0,158.973138597,64.1674781822,5.0,CASH
7060,21.3,0.233333333333,0.0,115.621026064,,9.4,CASH
7061,9.3,0.203333333333,0.0,252.197724718,157.477740509,1.8,CASH
7062,10.9,0.233333333333,0.0,157.477740509,120.643519106,3.39,CASH
7063,6.1,0.116666666667,0.491803278689,101.184332311,119.356719782,1.32,Credit
7064,10.1,0.183333333333,0.0,121.765217175,252.197724718,3.13,CASH
7065,5.3,0.1,0.0,115.621026064,111.452010793,0.89,CASH
7066,16.1,0.316666666667,0.0,94.386319293,64.1674781822,5.36,CASH
7067,8.9,0.15,0.0,64.1674781822,18.8220529801,2.87,CASH
7068,6.9,0.15,0.0,115.621026064,147.284296274,1.37,CASH
7069,10.1,0.25,0.0,170.550403502,157.477740509,0.24,CASH
7070,8.1,0.2,0.0,121.765217175,115.621026064,1.65,CASH
7071,4.9,0.0833333333333,0.0,208.774085523,170.550403502,0.82,CASH
7072,6.9,0.166666666667,0.0,252.197724718,115.621026064,1.15,CASH
7073,7.7,0.15,0.0,21.3128239511,111.452010793,2.06,CASH
7074,8.1,0.216666666667,0.0,158.973138597,147.284296274,0.99,CASH
7075,7.7,0.183333333333,0.25974025974,94.386319293,147.284296274,1.61,Credit
7076,10.1,0.166666666667,0.0,42.750828305,147.284296274,3.46,CASH
7077,8.1,0.116666666667,0.0,208.774085523,64.1674781822,2.06,CASH
7078,13.7,0.316666666667,0.21897810219,94.386319293,178.157744482,4.21,Credit
7079,6.5,0.143333333333,0.0,119.356719782,121.765217175,1.2,Cash
7080,23.7,0.466666666667,0.084388185654,121.765217175,18.8220529801,8.98,Credit
7081,8.6,0.189444444444,0.15,238.665860215,121.765217175,1.9,Credit
7082,7.7,0.116666666667,0.0,252.197724718,42.750828305,2.39,CASH
7083,3.7,0.0383333333333,0.0,121.765217175,94.386319293,0.5,Cash
7084,17.7,0.35,0.0,94.386319293,23.4418832441,6.67,CASH
7085,6.9,0.133333333333,0.0,119.356719782,94.386319293,1.62,CASH
7086,3.3,0.0333333333333,0.0,170.259992779,170.259992779,0.48,CASH
7087,14.6,0.274444444444,0.0,77.6545853926,94.386319293,5.0,Cash
7088,15.8,0.316666666667,0.15,147.284296274,110.918264697,5.2,Credit
7089,6.9,0.166666666667,0.0,170.550403502,238.665860215,1.27,CASH
7090,5.7,0.126111111111,0.0,158.973138597,94.386319293,0.9,Cash
7091,5.1,0.0569444444444,0.0,136.763860839,136.763860839,0.6,Cash
7092,8.6,0.184444444444,0.2,121.765217175,115.621026064,1.6,Credit
7093,5.3,0.0794444444444,0.0,120.643519106,,1.4,Cash
7094,6.1,0.0872222222222,0.0,252.197724718,157.477740509,1.8,Cash
7095,3.9,0.0261111111111,0.0,121.765217175,111.452010793,0.3,Cash
7096,3.3,0.0336111111111,0.0,119.356719782,119.356719782,0.3,Cash
7097,15.7,0.6,0.191082802548,139.074511059,252.197724718,3.21,Credit
7098,4.9,0.0666666666667,0.0,21.3128239511,111.452010793,1.15,CASH
7099,4.5,0.0666666666667,0.0,,,0.98,CASH
7100,9.3,0.183333333333,0.0,205.936708269,119.356719782,2.83,CASH
7101,12.5,0.316666666667,0.0,115.621026064,143.303540904,3.58,CASH
7102,29.3,0.7,0.0,49.4984977376,64.1674781822,8.84,CASH
7103,8.1,0.15,0.246913580247,94.386319293,119.356719782,2.31,Credit
7104,4.9,0.0833333333333,0.204081632653,111.452010793,94.386319293,0.84,Credit
7105,15.3,0.283333333333,0.206535947712,115.621026064,48.0248503838,5.15,Credit
7106,10.5,0.3,0.190476190476,136.763860839,238.665860215,2.84,Credit
7107,15.7,0.4,0.0,22.2743525638,22.2743525638,4.84,CASH
